PLACA;TIPO BAIXA;DATA BAIXA;CTRC;NF;CNPJ REMETENTE;NOME REMETENTE;CIDADE REMETENTE;CNPJ EXPEDIDOR;NOME EXPEDIDOR;CNPJ DESTINATARIO;NOME DESTINATARIO;CNPJ RECEBEDOR;NOME RECEBEDOR;CIDADE ENTREGA;CNPJ PAGADOR;NOME PAGADOR;OCORRENCIA DE BAIXA DE ENTREGA;DATA DA OCORRENCIA DE BAIXA DE ENTREGA;VLR CTRC ORIGEM;SET;PESO CALCULO;QTVOL;VAL MERC;ICMS;VLR FRETE;BASE CALC;ROMANEIO;CTRB/OS;
AQF8I01;C;04/05/26;FLN/614477-2;  1238035;01763720000171 ;VENTISOL IND. COM. L;PALHOCA/SC          ;01763720000171 ;VENTISOL IND. COM. L;01093810000100 ;NEGRO & ANDREADIS LT;01093810000100 ;NEGRO & ANDREADIS LT;GAROPABA;01763720000171 ;VENTISOL IND. COM. L;ENTREGA REALIZADA;05/05/26;          0,00;S04;      393,20;       27;   11.651,66;000056,43;     331,93;     331,93;     0-0;
AQF8I01;C;04/05/26;FLN/614478-1;  1238036;01763720000171 ;VENTISOL IND. COM. L;PALHOCA/SC          ;01763720000171 ;VENTISOL IND. COM. L;84228303000580 ;LOJAS HARDT LTDA    ;84228303000580 ;LOJAS HARDT LTDA    ;INDAIAL;01763720000171 ;VENTISOL IND. COM. L;ENTREGA REALIZADA;08/05/26;          0,00;S04;      163,60;       12;    4.908,90;000025,99;     152,86;     152,86;     0-0;
AQF8I01;C;04/05/26;FLN/614479-9;  1238038;01763720000171 ;VENTISOL IND. COM. L;PALHOCA/SC          ;01763720000171 ;VENTISOL IND. COM. L;00842602000196 ;DEPECIL DISTRIBUIDOR;00842602000196 ;DEPECIL DISTRIBUIDOR;GUARAMIRIM;01763720000171 ;VENTISOL IND. COM. L;ENTREGA REALIZADA;08/05/26;          0,00;S04;       61,40;        6;      834,66;000074,47;     438,06;     438,06;     0-0;
AQF8I01;C;04/05/26;FLN/614480-2;  1238039;01763720000171 ;VENTISOL IND. COM. L;PALHOCA/SC          ;01763720000171 ;VENTISOL IND. COM. L;83109504001305 ;COREMMA LTDA        ;83109504001305 ;COREMMA LTDA        ;BLUMENAU;01763720000171 ;VENTISOL IND. COM. L;ENTREGA REALIZADA;06/05/26;          0,00;S04;      304,60;       19;    5.039,84;000042,71;     251,25;     251,25;     0-0;
AQF8I01;C;04/05/26;FLN/614481-1;  1238040;01763720000171 ;VENTISOL IND. COM. L;PALHOCA/SC          ;01763720000171 ;VENTISOL IND. COM. L;23024040000179 ;JONAS DIAS MORAES E ;23024040000179 ;JONAS DIAS MORAES E ;PIRATUBA;01763720000171 ;VENTISOL IND. COM. L;ENTREGA REALIZADA;13/05/26;          0,00;S04;      100,00;        7;    3.199,23;000017,32;     101,88;     101,88;     0-0;
AQF8I01;C;04/05/26;FLN/614482-9;  1236941;01763720000171 ;VENTISOL IND. COM. L;PALHOCA/SC          ;01763720000171 ;VENTISOL IND. COM. L;04769422001078 ;(L)FGD TRANSPORTES E;19741163000153 ;FGD TRANSPORTES EIRI;GUARULHOS;01763720000171 ;VENTISOL IND. COM. L;ENTREGA REALIZADA;07/05/26;          0,00;S04;      436,60;       42;   10.831,84;000053,70;     447,51;     447,51;     0-0;
AQF8I01;C;04/05/26;FLN/614483-7;  1237323;01763720000171 ;VENTISOL IND. COM. L;PALHOCA/SC          ;01763720000171 ;VENTISOL IND. COM. L;12287713000167 ;(L)PANAMERICANO TRAN;03301398000275 ;PANAMERICANO TRANS E;GUARULHOS;01763720000171 ;VENTISOL IND. COM. L;ENTREGA REALIZADA;08/05/26;          0,00;S04;      368,20;       30;    4.840,80;000043,77;     364,74;     364,74;     0-0;
AQF8I01;C;04/05/26;FLN/614484-5;  1237770;01763720000171 ;VENTISOL IND. COM. L;PALHOCA/SC          ;01763720000171 ;VENTISOL IND. COM. L;29911060000148 ;(L)JOLLE MAX TRANSPO;38456294000214 ;JOLLE MAX TRANSPORTA;GUARULHOS;01763720000171 ;VENTISOL IND. COM. L;ENTREGA REALIZADA;07/05/26;          0,00;S04;      302,80;       18;    7.549,20;000038,30;     319,15;     319,15;     0-0;
AQF8I01;C;04/05/26;FLN/614485-3;  1237772;01763720000171 ;VENTISOL IND. COM. L;PALHOCA/SC          ;01763720000171 ;VENTISOL IND. COM. L;33037671000186 ;(L)TRANSPORTE CAMILO;25335282000370 ;TRANSPORTE CAMILO DO;SAO PAULO;01763720000171 ;VENTISOL IND. COM. L;ENTREGA REALIZADA;07/05/26;          0,00;S04;       83,26;        5;    2.825,34;000014,32;     119,36;     119,36;     0-0;
AQF8I01;C;04/05/26;FLN/614486-1;  1237774;01763720000171 ;VENTISOL IND. COM. L;PALHOCA/SC          ;01763720000171 ;VENTISOL IND. COM. L;00073197000199 ;(L)MARDONIO CARGO EX;67743625000114 ;MARDONIO CARGO EXPRE;BARUERI;01763720000171 ;VENTISOL IND. COM. L;ENTREGA REALIZADA;07/05/26;          0,00;S04;      209,00;       30;    2.959,96;000026,39;     219,89;     219,89;     0-0;
AQF8I01;C;04/05/26;FLN/614487-0;  1237776;01763720000171 ;VENTISOL IND. COM. L;PALHOCA/SC          ;01763720000171 ;VENTISOL IND. COM. L;58396380000105 ;(L)STM TRANSPORTES R;04271846000117 ;STM TRANSPORTES ROD ;GUARULHOS;01763720000171 ;VENTISOL IND. COM. L;ENTREGA REALIZADA;07/05/26;          0,00;S04;      568,80;       41;   15.338,62;000069,46;     578,86;     578,86;     0-0;
AQF8I01;C;04/05/26;FLN/614488-8;  1237781;01763720000171 ;VENTISOL IND. COM. L;PALHOCA/SC          ;01763720000171 ;VENTISOL IND. COM. L;02101989000155 ;(L)TOCANTINS TRANSP ;07784847000820 ;TOCANTINS TRANSP E L;GUARULHOS;01763720000171 ;VENTISOL IND. COM. L;ENTREGA REALIZADA;07/05/26;          0,00;S04;      339,20;       12;    4.673,40;000040,77;     339,72;     339,72;     0-0;
AQF8I01;C;04/05/26;FLN/614489-6;  1237782;01763720000171 ;VENTISOL IND. COM. L;PALHOCA/SC          ;01763720000171 ;VENTISOL IND. COM. L;02482866000101 ;(L)EXECUTIVA EXPRESS;44194396000201 ;EXECUTIVA EXPRESS LT;GUARULHOS;01763720000171 ;VENTISOL IND. COM. L;ENTREGA REALIZADA;07/05/26;          0,00;S04;      191,40;       26;    3.149,32;000024,20;     201,63;     201,63;     0-0;
AQF8I01;C;04/05/26;FLN/614490-0;  1237785;01763720000171 ;VENTISOL IND. COM. L;PALHOCA/SC          ;01763720000171 ;VENTISOL IND. COM. L;05907568000104 ;(L)EXPRESSO RIO VERM;07655407000104 ;EXPRESSO RIO VERMELH;SAO PAULO;01763720000171 ;VENTISOL IND. COM. L;ENTREGA REALIZADA;13/05/26;          0,00;S04;      148,60;       11;    5.356,68;000020,80;     173,30;     173,30;     0-0;
AQF8I01;C;04/05/26;FLN/614491-8;  1237788;01763720000171 ;VENTISOL IND. COM. L;PALHOCA/SC          ;01763720000171 ;VENTISOL IND. COM. L;32434630000160 ;(L)MF TRANSPORTE LOG;31027562000233 ;MF TRANSPORTE LOGIST;SAO PAULO;01763720000171 ;VENTISOL IND. COM. L;ENTREGA REALIZADA;08/05/26;          0,00;S04;    1.802,80;      141;   28.525,61;000206,20;   1.718,34;   1.718,34;     0-0;
AQF8I01;C;04/05/26;FLN/614492-6;  1237792;01763720000171 ;VENTISOL IND. COM. L;PALHOCA/SC          ;01763720000171 ;VENTISOL IND. COM. L;10328386000119 ;(L)A.R CARVALHO JUNI;04895882000151 ;A.R CARVALHO JUNIOR ;SAO PAULO;01763720000171 ;VENTISOL IND. COM. L;ENTREGA REALIZADA;07/05/26;          0,00;S04;       17,60;        4;    2.668,83;000011,31;      94,24;      94,24;     0-0;
AQF8I01;C;04/05/26;FLN/614493-4;  1238037;01763720000171 ;VENTISOL IND. COM. L;PALHOCA/SC          ;01763720000171 ;VENTISOL IND. COM. L;50139707000151 ;MOVE - AR COMERCIO D;50139707000151 ;MOVE - AR COMERCIO D;SAO PAULO;01763720000171 ;VENTISOL IND. COM. L;ENTREGA REALIZADA;08/05/26;          0,00;S04;       85,20;        7;    1.215,76;000013,93;     116,05;     116,05;     0-0;
AQF8I01;C;04/05/26;FLN/614494-2;  1237506;01763720000171 ;VENTISOL IND. COM. L;PALHOCA/SC          ;01763720000171 ;VENTISOL IND. COM. L;84553262000173 ;(L)CAVALHEIRO TRANSP;07689042000473 ;CAVALHEIRO TRANSPORT;GUARULHOS;01763720000171 ;VENTISOL IND. COM. L;ENTREGA REALIZADA;07/05/26;          0,00;S04;      209,60;       19;    5.849,82;000027,66;     230,53;     230,53;     0-0;
AQF8I01;C;04/05/26;FLN/614495-1;  1237508;01763720000171 ;VENTISOL IND. COM. L;PALHOCA/SC          ;01763720000171 ;VENTISOL IND. COM. L;07508085000162 ;(L)VOO TRANSPORTES  ;05897963000234 ;VOO TRANSPORTES     ;GUARULHOS;01763720000171 ;VENTISOL IND. COM. L;ENTREGA REALIZADA;07/05/26;          0,00;S04;       39,80;        3;    1.141,62;000011,93;      99,40;      99,40;     0-0;
AQF8I01;C;04/05/26;FLN/614504-3;     6225;79941902000182 ;INSTAL IMPERATRIZ   ;SANTO AMARO DA IMPER;79941902000182 ;INSTAL IMPERATRIZ   ;06114935001580 ;(L)KOMLOG           ;06114935001580 ;KOMLOG              ;PALHOCA;06114935001580 ;KOMGROUP INDUSTRIAL ;ENTREGA REALIZADA;06/05/26;          0,00;S08;      211,50;       10;    5.766,12;000024,76;     145,63;     145,63;     0-0;
AQF8I01;C;04/05/26;FNN/019817-0;  4052026;12278797000172 ;TOP FLORIPA TRANSPOR;BIGUACU/SC          ;12278797000172 ;TOP FLORIPA TRANSPOR;50185891000176 ;METALURGICA SARAIVA ;50185891000176 ;METALURGICA SARAIVA ;BIGUACU;12278797000172 ;TOP FLORIPA TRANSPOR;ENTREGA REALIZADA;05/05/26;          0,00;S05;        0,10;        4;        0,01;000000,00;       0,01;       0,01;     0-0;
AQF8I01;C;05/05/26;FLN/614519-1;  1237745;01763720000171 ;VENTISOL IND. COM. L;PALHOCA/SC          ;01763720000171 ;VENTISOL IND. COM. L;46366984000120 ;RBC ECOMMERCE IMPORT;46366984000120 ;RBC ECOMMERCE IMPORT;SAO PAULO;01763720000171 ;VENTISOL IND. COM. L;ENTREGA REALIZADA;12/05/26;          0,00;S04;      252,20;       29;    4.825,83;000073,62;     613,52;     613,52;     0-0;006250-2
AQF8I01;C;05/05/26;FLN/614526-4;  1237754;01763720000171 ;VENTISOL IND. COM. L;PALHOCA/SC          ;01763720000171 ;VENTISOL IND. COM. L;42280890000182 ;R B MOREIRA IMPORTAC;42280890000182 ;R B MOREIRA IMPORTAC;SAO PAULO;01763720000171 ;VENTISOL IND. COM. L;ENTREGA REALIZADA;12/05/26;          0,00;S04;       23,80;        3;      417,78;000051,65;     430,44;     430,44;     0-0;006250-2
AQF8I01;C;05/05/26;FLN/614612-1;  1237332;01763720000171 ;VENTISOL IND. COM. L;PALHOCA/SC          ;01763720000171 ;VENTISOL IND. COM. L;15643001000121 ;(L)EXPRESSO THIVAL T;06948630000179 ;EXPRESSO THIVAL TRAN;GUARULHOS;01763720000171 ;VENTISOL IND. COM. L;ENTREGA REALIZADA;11/05/26;          0,00;S04;       75,00;       12;    3.425,83;000013,73;     114,44;     114,44;     0-0;006250-2
AQF8I01;E;05/05/26;FLN/614098-0;   397684;82901000001441 ;INTELBRAS S/A IND TE;SAO JOSE/SC         ;82901000001441 ;INTELBRAS S/A IND TE;01611372000893 ;DISCFONE DISTRIBUIDO;01611372000893 ;DISCFONE DISTRIBUIDO;PALHOCA;82901000001441 ;INTELBRAS S/A IND TE;ENTREGA REALIZADA;05/05/26;          0,00;S04;    1.569,78;      394;  230.426,14;000135,17;     795,10;     795,10; 36423-1;006250-2
AQF8I01;E;05/05/26;FNN/019813-7;   300976;06114935001580 ;KOMGROUP INDUSTRIAL ;PALHOCA/SC          ;06114935001580 ;KOMGROUP INDUSTRIAL ;03782734000168 ;CARLA CRISTINA MARCI;03782734000168 ;CARLA CRISTINA MARCI;PALHOCA;06114935001580 ;KOMGROUP INDUSTRIAL ;ENTREGA REALIZADA;05/05/26;          0,00;S04;        9,00;        3;    1.149,48;000000,00;      35,84;      35,84; 36424-0;006250-2
AQF8I01;E;05/05/26;FNN/019814-5;   263427;06114935001580 ;KOMGROUP INDUSTRIAL ;PALHOCA/SC          ;06114935001580 ;KOMGROUP INDUSTRIAL ;05667197000130 ;JOAO ADOLINO FRANCIS;05667197000130 ;JOAO ADOLINO FRANCIS;PALHOCA;06114935001580 ;KOMGROUP INDUSTRIAL ;ENTREGA REALIZADA;05/05/26;          0,00;S04;       83,43;       14;    2.456,26;000000,00;      63,00;      63,00; 36424-0;006250-2
AQF8I01;E;05/05/26;FNN/019815-3;   300855;06114935001580 ;KOMGROUP INDUSTRIAL ;PALHOCA/SC          ;06114935001580 ;KOMGROUP INDUSTRIAL ;22219118000148 ;ENERGY SHOP COMERCIO;22219118000148 ;ENERGY SHOP COMERCIO;PALHOCA;06114935001580 ;KOMGROUP INDUSTRIAL ;ENTREGA REALIZADA;05/05/26;          0,00;S04;       21,00;        1;    2.008,49;000000,00;      48,31;      48,31; 36424-0;006250-2
AQF8I01;E;05/05/26;FNN/019816-1;   300742;06114935001580 ;KOMGROUP INDUSTRIAL ;PALHOCA/SC          ;06114935001580 ;KOMGROUP INDUSTRIAL ;32476869000101 ;PB MATERIAIS ELETRIC;32476869000101 ;PB MATERIAIS ELETRIC;PALHOCA;06114935001580 ;KOMGROUP INDUSTRIAL ;ENTREGA REALIZADA;05/05/26;          0,00;S04;       18,00;        2;    1.798,00;000000,00;      41,32;      41,32; 36424-0;006250-2
AQF8I01;E;05/05/26;NAV/001366-8;    52724;09388688000284 ;SEA BRAZIL IMPORTACA;ITAJAI/SC           ;09388688000284 ;SEA BRAZIL IMPORTACA;30787430000670 ;SHINKA ARTIGOS DO VE;30787430000670 ;SHINKA ARTIGOS DO VE;PALHOCA;09388688000284 ;SEA BRAZIL IMPORTACA;ENTREGA REALIZADA;05/05/26;          0,00;S04;      196,50;       13;   21.361,80;000040,88;     240,48;     240,48; 36424-0;006250-2
AQF8I01;E;05/05/26;NAV/001377-3;    52743;09388688000284 ;SEA BRAZIL IMPORTACA;ITAJAI/SC           ;09388688000284 ;SEA BRAZIL IMPORTACA;30787430000913 ;SHINKA ARTIGOS DO VE;30787430000913 ;SHINKA ARTIGOS DO VE;SAO JOSE;09388688000284 ;SEA BRAZIL IMPORTACA;ENTREGA REALIZADA;05/05/26;          0,00;S04;      233,60;       14;   28.112,80;000053,80;     316,49;     316,49; 36424-0;006250-2
AQF8I01;E;05/05/26;NAV/001378-1;    52766;09388688000284 ;SEA BRAZIL IMPORTACA;ITAJAI/SC           ;09388688000284 ;SEA BRAZIL IMPORTACA;41816550000160 ;MS COMERCIO ARTIGOS ;41816550000160 ;MS COMERCIO ARTIGOS ;SAO JOSE;09388688000284 ;SEA BRAZIL IMPORTACA;ENTREGA REALIZADA;05/05/26;          0,00;S05;      143,50;        9;   13.448,55;000028,84;     169,63;     169,63; 36424-0;006250-2
AQF8I01;E;05/05/26;NAV/001379-0;    53225;06091541000230 ;TEXTIL BRASIL IMPORT;ITAJAI/SC           ;06091541000230 ;TEXTIL BRASIL IMPORT;41816550000160 ;MS COMERCIO ARTIGOS ;41816550000160 ;MS COMERCIO ARTIGOS ;SAO JOSE;06091541000230 ;TEXTIL BRASIL IMPORT;ENTREGA REALIZADA;05/05/26;          0,00;S05;       33,60;        2;    1.647,22;000006,75;      39,71;      39,71; 36424-0;006250-2
AQF8I01;E;05/05/26;SPT/452876-0;     2128;49644162000151 ;VOUREN LOCACAO DE EQ;SAO PAULO/SP        ;49644162000151 ;VOUREN LOCACAO DE EQ;79846465000118 ;GOEDERT LTDA        ;79846465000118 ;GOEDERT LTDA        ;BIGUACU;79846465000118 ;GOEDERT LTDA        ;ENTREGA REALIZADA;05/05/26;          0,00;S05;        8,00;        1;    6.900,00;000032,00;     266,69;     266,69; 36423-1;006250-2
AQF8I01;E;05/05/26;TUB/009074-3;    13938;82901000002413 ;INTELBRAS S/A - IND ;TUBARAO/SC          ;82901000002413 ;INTELBRAS S/A - IND ;01611372000893 ;DISCFONE DISTRIBUIDO;01611372000893 ;DISCFONE DISTRIBUIDO;PALHOCA;82901000002413 ;INTELBRAS S/A - IND ;ENTREGA REALIZADA;05/05/26;          0,00;S04;    2.008,00;      220;  125.603,50;000123,59;     727,00;     727,00; 36423-1;006250-2
AQF8I01;C;06/05/26;FLN/614894-8;    17762;10428174000103 ;RESIMETAL IND COM PR;PALHOCA/SC          ;10428174000103 ;RESIMETAL IND COM PR;07063181000306 ;COMERCIO DE PRESENTE;07063181000306 ;COMERCIO DE PRESENTE;SAO JOSE DOS CAMPOS;10428174000103 ;RESIMETAL IND COM PR;ENTREGA REALIZADA;12/05/26;          0,00;S04;      273,87;        9;   42.703,84;000072,04;     600,30;     600,30;     0-0;006252-9
AQF8I01;C;06/05/26;FLN/614898-1;   264039;06114935001580 ;KOMGROUP INDUSTRIAL ;PALHOCA/SC          ;06114935001580 ;KOMGROUP INDUSTRIAL ;03413335000200 ;OFICINA DE CERAMICA ;03413335000200 ;OFICINA DE CERAMICA ;SAO PAULO;06114935001580 ;KOMGROUP INDUSTRIAL ;ENTREGA REALIZADA;11/05/26;          0,00;S04;       82,81;        6;    1.045,80;000015,26;     127,15;     127,15;     0-0;006252-9
AQF8I01;C;06/05/26;FLN/614899-9;   264040;06114935001580 ;KOMGROUP INDUSTRIAL ;PALHOCA/SC          ;06114935001580 ;KOMGROUP INDUSTRIAL ;37845254000110 ;RIFORME COMERCIO E A;37845254000110 ;RIFORME COMERCIO E A;SANTO ANDRE;06114935001580 ;KOMGROUP INDUSTRIAL ;ENTREGA REALIZADA;11/05/26;          0,00;S04;      107,68;        8;    1.293,36;000018,20;     151,66;     151,66;     0-0;006252-9
AQF8I01;C;06/05/26;FLN/614900-6;   263785;06114935001580 ;KOMGROUP INDUSTRIAL ;PALHOCA/SC          ;06114935001580 ;KOMGROUP INDUSTRIAL ;39927424000131 ;INO9VARY REPRESENTAC;39927424000131 ;INO9VARY REPRESENTAC;MARACAJA;06114935001580 ;KOMGROUP INDUSTRIAL ;ENTREGA REALIZADA;13/05/26;          0,00;S04;       13,51;        1;      153,80;000009,24;      54,36;      54,36;     0-0;006252-9
AQF8I01;C;06/05/26;FLN/614901-4;   263784;06114935001580 ;KOMGROUP INDUSTRIAL ;PALHOCA/SC          ;06114935001580 ;KOMGROUP INDUSTRIAL ;43647575000103 ;(L)KAREM KUTTLER    ;43647575000103 ;KAREM KUTTLER       ;SAO PAULO;06114935001580 ;KOMGROUP INDUSTRIAL ;ENTREGA REALIZADA;13/05/26;          0,00;S04;       17,56;        1;      205,40;000010,20;      84,99;      84,99;     0-0;006252-9
AQF8I01;C;06/05/26;FLN/614902-2;   300947;06114935001580 ;KOMGROUP INDUSTRIAL ;PALHOCA/SC          ;06114935001580 ;KOMGROUP INDUSTRIAL ;57417032000104 ;LOJA DE RETALHOS BAR;57417032000104 ;LOJA DE RETALHOS BAR;BARUERI;06114935001580 ;KOMGROUP INDUSTRIAL ;ENTREGA REALIZADA;11/05/26;          0,00;S04;       53,10;        4;    1.582,27;000013,14;     109,53;     109,53;     0-0;006252-9
AQF8I01;C;06/05/26;FLN/614903-1;      581;46430578000189 ;JB PRIME IMPORTS LTD;NAVEGANTES/SC       ;46430578000189 ;JB PRIME IMPORTS LTD;13556118000142 ;(R)TOP FLORIPA / FIL;12278797000253 ;TOP FLORIPA / FILIAL;SAO PAULO;46430578000189 ;JB PRIME IMPORTS LTD;ENTREGA REALIZADA;15/05/26;          0,00;S06;      145,20;       18;      852,00;000014,71;     122,56;     122,56;     0-0;006252-9
AQF8I01;C;06/05/26;FLN/614904-9;     4728;82901000000127 ;INTELBRAS S.A. IND  ;SAO JOSE/SC         ;82901000000127 ;INTELBRAS S.A. IND  ;01097636000166 ;IN PRESS ASSESSORIA ;01097636000166 ;IN PRESS ASSESSORIA ;SAO PAULO;82901000000127 ;INTELBRAS S.A. IND  ;ENDERECO NAO LOCALIZADO / ERRADO;11/05/26;          0,00;S04;        0,78;        1;      139,39;000009,18;      76,48;      76,48;     0-0;006252-9
AQF8I01;C;06/05/26;FLN/614905-7;     4751;82901000000127 ;INTELBRAS S.A. IND  ;SAO JOSE/SC         ;82901000000127 ;INTELBRAS S.A. IND  ;49936400000100 ;RGD SERVICE CALIBRAC;49936400000100 ;RGD SERVICE CALIBRAC;BLUMENAU;82901000000127 ;INTELBRAS S.A. IND  ;ENTREGA REALIZADA;12/05/26;          0,00;S04;        9,50;        1;   12.000,00;000017,53;     103,10;     103,10;     0-0;006252-9
AQF8I01;C;06/05/26;FLN/614906-5;     4738;82901000000127 ;INTELBRAS S.A. IND  ;SAO JOSE/SC         ;82901000000127 ;INTELBRAS S.A. IND  ;50903046000199 ;CHAVEIRO MAGENTA LTD;50903046000199 ;CHAVEIRO MAGENTA LTD;SANTOS;82901000000127 ;INTELBRAS S.A. IND  ;ENTREGA REALIZADA;12/05/26;          0,00;S04;        2,79;        1;      315,58;000011,13;      92,78;      92,78;     0-0;006252-9
AQF8I01;C;06/05/26;FLN/614907-3;   401554;82901000001441 ;INTELBRAS S/A IND TE;SAO JOSE/SC         ;82901000001441 ;INTELBRAS S/A IND TE;00204090000132 ;COMERC CAMPINAS DE P;00204090000132 ;COMERC CAMPINAS DE P;CAMPINAS;82901000001441 ;INTELBRAS S/A IND TE;ENTREGA REALIZADA;11/05/26;          0,00;S04;       12,50;        1;    4.934,99;000013,68;     113,99;     113,99;     0-0;006252-9
AQF8I01;C;06/05/26;FLN/614908-1;   401553;82901000001441 ;INTELBRAS S/A IND TE;SAO JOSE/SC         ;82901000001441 ;INTELBRAS S/A IND TE;00372759000103 ;ANGRATEL TELEC. LTDA;00372759000103 ;ANGRATEL TELEC. LTDA;SAO JOSE DOS CAMPOS;82901000001441 ;INTELBRAS S/A IND TE;ENTREGA REALIZADA;12/05/26;          0,00;S04;        2,03;        1;      756,26;000011,24;      93,66;      93,66;     0-0;006252-9
